user_id,movie_id,user_score,score_time
35389,3214,8.0,2020-05-03
42682,2474,9.6,2025-06-28
1189,1168,6.2,2021-05-07
24395,5891,7.1,2020-04-07
4422,3083,4.0,2023-05-14
30468,2453,4.4,2025-02-09
448,1564,7.6,2023-02-13
20957,7755,9.3,2021-01-16
8510,7777,6.7,2020-02-19
25808,3998,8.1,2024-10-21
44449,149,2.5,2024-08-04
41878,6272,2.9,2025-11-06
7657,2651,5.8,2021-02-21
6668,2486,2.6,2025-05-20
22128,1815,6.7,2024-10-06
41661,5146,3.6,2025-07-05
29625,665,8.1,2024-08-22
15495,2362,8.3,2022-04-07
37441,5052,5.2,2022-03-15
4259,779,2.6,2022-02-09
5446,1713,6.8,2020-04-12
25358,3866,9.9,2024-05-06
18696,4512,6.6,2022-10-27
5870,3953,1.3,2025-04-28
24344,5857,1.2,2021-02-14
47915,1848,3.9,2023-01-04
1988,3089,2.8,2023-04-27
7499,5323,8.3,2020-01-16
29220,7958,8.6,2022-03-02
38293,2346,3.3,2024-09-12
47740,3863,3.9,2025-12-18
33813,3905,3.1,2024-02-18
20480,6819,9.2,2020-08-06
47421,7436,5.5,2025-05-27
5697,7567,6.9,2025-11-25
21083,5321,4.7,2023-10-24
11799,7289,6.7,2023-05-06
21038,7611,4.5,2024-07-01
42621,497,4.1,2024-09-23
23220,979,6.7,2022-10-27
29192,2940,6.3,2025-08-27
37977,1252,3.6,2025-04-20
4738,5841,2.3,2023-04-24
22647,900,4.3,2020-10-17
47124,5501,4.7,2023-03-22
35902,6751,6.7,2023-09-15
41555,777,9.2,2020-05-13
23843,6268,1.3,2022-01-17
8814,672,3.2,2024-05-04
8535,7810,2.7,2021-03-12
29762,25,5.5,2023-07-10
34474,1207,4.9,2025-05-01
5181,1485,7.6,2023-04-08
44702,6758,3.2,2024-10-04
27115,3340,6.4,2022-09-05
44340,7355,9.0,2022-10-09
45765,4056,9.2,2025-02-02
10918,5014,9.6,2021-12-14
36721,4683,8.0,2024-12-28
35210,5697,9.2,2025-01-03
44695,7007,3.1,2020-07-21
35106,7825,2.8,2022-09-22
22699,7863,1.1,2022-04-11
23341,209,7.4,2024-07-09
34267,498,9.4,2021-02-14
17479,6377,2.7,2024-06-20
46143,5226,6.7,2021-12-26
32543,3979,7.7,2023-01-15
31977,2651,9.3,2022-03-24
13875,6092,6.8,2025-12-16
19043,2475,9.7,2020-07-08
24195,4932,4.1,2021-07-06
27430,2653,4.1,2025-05-22
23722,4725,5.9,2020-12-15
44352,1897,4.5,2025-04-17
987,5629,1.0,2022-01-10
27340,778,7.6,2020-06-07
47741,2328,7.8,2021-06-28
42846,3287,7.7,2022-07-11
43813,7161,4.1,2023-08-01
43056,979,5.7,2021-09-05
18625,3085,4.2,2023-12-22
33546,434,1.1,2025-08-21
15435,7586,6.1,2024-11-14
7761,7403,2.1,2023-05-15
45163,2052,1.7,2023-11-15
17685,7544,7.8,2025-11-22
1253,4251,1.1,2023-03-09
20205,6411,9.6,2023-03-13
11456,3358,5.6,2025-03-21
2597,6417,9.8,2024-06-05
10114,4740,1.5,2024-10-22
14901,7378,6.3,2024-06-25
45736,885,4.1,2023-06-15
17102,7189,8.6,2023-03-26
46603,2258,4.3,2022-07-23
1167,4616,3.3,2025-01-28
39465,4709,8.7,2020-04-06
1947,3775,4.4,2025-09-17
22020,3942,1.2,2020-12-24
12919,7786,4.5,2021-03-16
43513,6181,6.9,2025-02-18
41650,2149,3.3,2025-02-20
29877,5319,4.9,2022-10-15
33390,6611,1.5,2021-06-10
30986,7744,6.3,2024-12-17
37216,5594,7.8,2024-03-11
33660,5296,4.7,2020-10-11
24231,5882,4.8,2025-09-27
11214,5183,1.8,2024-01-28
381,2257,2.8,2024-09-16
5743,1360,2.4,2022-05-02
40260,6102,5.3,2021-10-25
25350,2563,5.8,2023-02-04
35946,6110,9.5,2024-08-17
41397,7548,1.7,2025-06-27
41415,6318,6.4,2023-07-21
39554,6236,5.7,2025-11-27
25312,2722,5.6,2025-02-17
35290,6642,8.9,2023-01-15
41798,667,2.8,2025-06-17
31215,5695,1.4,2025-09-19
34851,1410,7.1,2024-10-10
12197,1365,4.1,2023-02-03
48141,7537,1.2,2021-11-07
29626,3755,3.3,2021-08-09
2134,202,3.8,2021-07-02
39242,107,6.6,2021-10-25
31422,4418,2.6,2024-12-12
28120,2074,4.7,2021-05-19
4002,4025,5.3,2020-12-07
27027,4845,5.1,2020-04-21
41680,3608,9.8,2022-08-17
42280,2198,1.4,2023-06-08
30498,2311,9.6,2022-11-28
6989,4667,6.2,2022-10-12
40263,3265,8.2,2021-06-10
8848,157,4.9,2021-02-08
9824,3155,5.1,2021-02-11
45154,4739,8.9,2020-12-10
48781,7026,9.1,2025-03-15
8745,5445,3.1,2021-01-09
33754,7098,2.8,2022-09-07
17877,7620,5.5,2025-12-23
45262,5676,9.1,2020-12-08
11391,3139,3.9,2023-09-01
30324,4742,6.9,2023-12-23
24769,1121,7.4,2023-12-26
13864,206,8.0,2020-02-14
49015,207,6.1,2024-07-24
28411,1026,4.6,2025-08-20
12306,1047,9.7,2025-11-04
22212,3619,6.5,2020-01-17
14128,1564,7.6,2020-10-05
43265,2363,4.1,2021-03-23
12128,7762,7.0,2021-11-24
47680,1085,3.3,2021-08-18
7476,5577,3.2,2025-02-22
47326,79,7.4,2025-01-17
7805,5630,5.7,2022-05-01
15211,2590,7.1,2020-12-01
41732,108,3.4,2024-11-12
47622,6786,6.4,2024-10-13
7818,4936,5.0,2021-04-18
26006,7429,6.4,2024-05-23
25482,5660,3.6,2024-02-09
5500,1911,7.4,2022-03-02
47834,5078,8.3,2025-04-11
37786,5825,3.3,2020-09-22
32384,4459,3.7,2024-01-08
44160,2098,7.0,2020-11-04
37069,5235,7.3,2020-01-28
48270,5674,7.3,2024-01-12
22288,4962,7.1,2022-05-19
42610,3736,4.5,2025-10-03
819,4432,4.6,2025-04-12
35684,3479,3.3,2023-03-28
43221,1491,2.4,2025-10-16
8063,5200,7.2,2025-02-02
47255,5193,1.8,2024-01-12
365,749,9.4,2022-03-04
20399,4655,8.4,2021-11-11
37932,2146,8.7,2022-10-17
18148,3970,9.2,2021-11-13
6448,5768,4.7,2023-01-24
39827,1919,8.6,2020-07-17
33656,5865,2.4,2020-01-23
2007,1108,1.2,2021-12-03
16228,2695,8.1,2025-11-13
23074,6074,1.7,2022-02-24
16773,1307,9.9,2024-07-20
32676,4389,7.1,2022-01-14
4491,6198,7.8,2021-05-06
11746,5562,3.2,2024-01-09
6272,4750,7.1,2022-03-19
38451,6661,1.4,2024-02-13
27001,4805,8.5,2020-09-13
1429,1626,2.5,2020-09-14
28197,1945,7.3,2020-04-26
39003,1632,3.0,2025-11-13
11650,5925,1.6,2020-06-17
1667,6150,5.3,2025-09-16
5561,1796,2.5,2024-12-18
15092,7843,7.6,2023-05-06
28371,6675,3.1,2024-12-09
44632,51,4.1,2025-09-27
2830,732,6.1,2024-01-08
5450,1078,3.6,2022-12-03
629,5222,4.4,2023-03-06
32117,1864,8.3,2022-09-08
9929,1958,2.6,2025-08-21
22395,1228,1.7,2025-07-23
31103,1880,4.0,2022-04-12
1330,1176,4.8,2024-12-02
3005,7075,5.9,2021-01-21
5479,6876,4.4,2023-04-13
29939,735,8.1,2020-11-28
49737,796,1.4,2022-03-01
29782,5217,4.9,2024-10-12
9206,3306,4.4,2025-08-13
32466,240,6.8,2021-01-24
30144,1760,9.7,2024-04-13
1072,6218,5.6,2020-03-04
44208,5737,9.9,2021-02-18
31082,3265,3.7,2024-07-28
8629,3435,1.3,2022-04-21
11021,6277,2.5,2022-03-05
3153,7066,4.6,2021-09-02
2899,4625,3.8,2024-02-15
13617,6112,1.9,2024-09-27
24268,2805,4.9,2023-09-17
23347,177,4.0,2025-09-08
38500,2040,2.1,2020-06-23
9042,6091,3.7,2024-05-20
41268,4374,9.0,2020-11-11
4924,2630,3.7,2024-08-08
19806,6050,7.4,2020-11-20
5201,5404,6.5,2025-10-10
2026,4768,4.8,2025-11-27
8576,2492,3.2,2024-01-12
46767,6963,4.3,2021-02-11
34206,1493,6.3,2022-09-21
11398,3025,4.2,2025-08-07
20998,6412,2.9,2025-06-22
48024,4758,2.0,2024-07-20
6087,1415,8.9,2023-04-14
32886,3161,5.0,2020-11-14
47035,1828,6.6,2025-11-02
17835,6530,5.4,2021-09-23
42530,320,8.9,2024-03-01
5121,291,5.9,2025-02-04
30526,715,5.3,2024-04-12
33611,252,9.3,2021-03-10
6073,6395,7.5,2024-05-01
46232,2006,2.0,2022-01-10
21451,7744,2.6,2021-08-07
24885,2387,8.1,2021-05-17
25115,4419,8.5,2023-11-03
2118,3656,5.9,2020-04-11
25118,3779,6.0,2023-01-05
7775,7181,6.7,2025-07-08
8119,2240,5.0,2025-09-13
11957,7873,7.1,2023-01-13
22826,4905,2.0,2020-11-24
44935,7416,9.7,2021-01-15
46916,3040,7.8,2024-02-01
43645,590,6.7,2022-08-02
46633,2814,3.8,2024-01-02
19293,5528,2.4,2021-11-18
4328,2894,4.7,2025-03-01
1043,6533,7.0,2022-01-03
43563,6049,6.7,2024-12-19
6838,7213,4.4,2024-04-24
28475,5973,6.5,2021-12-14
26030,3982,8.3,2021-12-03
33458,715,1.2,2021-12-15
30140,6421,5.1,2020-01-27
17274,4075,7.8,2024-05-15
17944,5205,5.9,2022-12-18
49273,3297,6.9,2020-02-04
8409,5143,5.7,2024-06-14
27510,2683,9.9,2023-09-17
12092,5134,1.5,2023-12-08
6247,1152,5.4,2022-11-09
23378,1303,1.8,2020-12-23
46747,1022,2.4,2020-02-04
1370,3309,4.4,2020-01-28
28460,1520,2.4,2025-03-01
45477,5216,9.7,2021-09-20
182,7013,9.5,2023-03-09
27627,4539,4.0,2023-01-19
28189,6842,6.8,2021-12-11
7866,2167,5.8,2025-06-07
36843,2517,8.3,2021-06-02
22169,4615,6.6,2020-06-11
37184,603,1.0,2021-07-12
20700,1444,7.9,2021-02-15
36050,5549,7.7,2025-04-28
23404,2245,5.6,2021-02-07
40292,2204,9.1,2025-12-22
28018,814,9.2,2021-10-11
28660,3175,5.7,2022-04-20
2304,6115,6.5,2023-11-14
49504,2500,10.0,2024-03-24
27220,6824,3.7,2023-08-14
8959,5160,3.9,2023-07-07
44288,1199,2.6,2021-12-09
3237,3988,9.1,2020-11-22
13711,7819,7.7,2022-03-04
41823,1334,2.0,2025-03-18
1735,7063,9.8,2024-08-02
1228,2930,7.6,2020-09-20
44625,5072,8.7,2024-07-08
16735,6009,1.4,2022-02-12
30033,6046,5.5,2025-06-02
35558,7101,7.3,2024-01-04
29188,723,5.9,2023-09-15
15301,48,7.0,2025-07-11
16251,302,8.4,2022-02-16
4313,10,4.4,2024-11-03
32482,1312,8.6,2025-10-10
6967,5614,2.5,2020-03-25
48367,719,3.4,2020-01-06
23878,5823,1.4,2023-03-17
49190,1417,4.3,2025-05-12
4020,3246,4.4,2022-09-26
30229,6334,8.2,2025-04-17
15865,3067,6.9,2021-11-26
26393,286,4.9,2020-04-28
37445,944,6.9,2022-06-08
1150,3918,1.5,2020-11-14
10349,1519,2.6,2021-07-02
2960,2619,6.6,2023-12-17
4293,1411,6.8,2024-07-27
8827,6408,8.0,2020-05-07
37009,1099,4.6,2025-05-08
13205,7819,7.5,2020-11-17
43234,4324,7.2,2023-03-03
33689,788,9.7,2022-10-27
38676,4948,2.9,2022-08-28
43713,6835,6.0,2020-09-28
44713,5672,6.4,2020-11-15
43789,1476,10.0,2020-07-25
5867,2213,2.8,2024-04-11
8756,1917,5.7,2023-01-09
21404,357,4.1,2025-04-16
2710,346,5.7,2020-06-27
16620,1174,3.1,2022-03-26
1614,6140,1.4,2025-05-24
28131,2096,6.2,2020-03-23
42348,6065,4.0,2022-05-20
8782,5126,2.6,2020-04-13
35033,4780,3.9,2022-06-15
38694,831,1.4,2021-04-14
24273,1422,9.6,2022-04-19
17659,7650,6.2,2025-05-01
40205,6117,8.3,2021-07-16
6378,4199,4.8,2023-08-09
28073,2935,9.1,2024-03-20
20346,2257,5.3,2022-10-18
4728,6500,6.2,2023-02-13
43919,2853,5.4,2023-08-07
38642,7214,7.6,2022-11-09
48154,5858,6.1,2023-10-13
47386,4676,3.4,2021-05-02
8713,1327,2.3,2022-11-19
30397,1315,6.5,2020-09-26
2345,2876,5.4,2023-07-26
28631,3934,1.9,2020-02-05
14053,6159,4.6,2020-02-14
44247,2829,5.6,2022-12-27
12177,7538,8.4,2025-07-22
6110,7635,1.7,2022-04-22
21675,5595,4.1,2023-10-03
20601,7192,8.4,2025-02-04
15918,5355,6.8,2023-11-24
38482,7639,3.6,2025-09-27
46062,1999,8.6,2022-01-17
20046,1870,5.4,2022-09-13
2218,3488,5.5,2020-01-06
39749,1131,9.8,2023-08-13
23474,2524,9.5,2024-07-11
40423,716,4.2,2025-06-07
13821,374,2.3,2024-01-20
27950,3074,3.9,2022-08-11
15579,805,1.3,2025-12-22
13641,94,1.2,2021-08-01
34006,835,4.6,2025-01-03
22742,5712,9.5,2025-04-09
2877,2719,8.8,2021-07-13
44877,5791,5.6,2025-03-18
884,5024,6.1,2021-01-16
22313,2334,1.1,2020-07-08
9151,4764,2.9,2020-04-15
13151,6935,1.2,2023-10-04
35540,293,7.8,2023-05-11
45152,5442,2.3,2024-02-17
10736,6406,8.8,2022-03-13
3771,1921,6.8,2021-08-28
3734,5436,3.1,2024-06-08
16099,3662,2.4,2021-07-01
39819,9,6.6,2024-06-16
38889,7084,9.1,2024-11-28
11989,3534,7.5,2022-05-11
22680,4393,4.1,2022-08-28
23245,517,6.3,2023-05-14
33982,7011,3.8,2023-12-10
45752,1451,10.0,2022-11-06
24199,2928,7.7,2021-09-08
33183,2807,6.5,2024-03-12
37824,153,4.8,2020-08-08
38887,4248,6.6,2022-04-20
37818,4729,4.1,2022-12-26
16981,151,1.3,2021-02-22
49505,3129,4.6,2021-06-11
36469,6052,9.4,2022-12-20
284,1579,6.6,2021-01-28
24889,5118,1.8,2020-11-12
2656,4387,9.0,2023-11-01
21858,7904,3.4,2023-06-20
3569,4168,3.2,2022-03-22
34453,2067,3.7,2021-07-08
46410,2085,6.2,2024-12-22
18874,268,5.9,2024-05-10
10228,1621,5.4,2023-11-17
34826,7218,7.5,2024-07-18
12587,4677,3.8,2024-09-18
9193,314,8.0,2020-07-06
35145,436,2.6,2021-05-08
33621,7505,8.0,2024-01-24
24919,5668,7.0,2025-02-22
29927,4048,7.1,2022-12-10
23011,6875,5.3,2024-05-12
43898,7172,7.0,2020-08-25
3058,1556,1.7,2023-08-18
21512,5693,8.7,2023-09-07
23321,4373,1.5,2022-09-23
38914,5618,2.3,2020-10-14
18955,1443,6.2,2022-09-19
5985,2402,7.7,2021-01-08
9409,645,1.7,2025-03-07
12361,6377,9.3,2025-04-27
36511,7175,9.8,2022-05-21
49462,2662,6.5,2020-05-13
12383,1741,5.3,2023-10-16
37236,7916,7.7,2023-09-13
13257,4267,4.0,2022-11-23
23530,7054,5.4,2025-06-25
31436,5062,9.2,2022-07-13
29180,375,9.6,2022-08-21
15001,2433,9.3,2020-04-15
28970,4510,3.4,2022-06-26
12446,7436,3.1,2024-10-19
31842,2292,3.7,2024-12-26
28650,2456,5.0,2020-01-01
43393,7622,3.8,2022-07-19
39709,6305,4.4,2023-01-09
33155,4086,6.6,2021-09-22
22457,3122,7.9,2023-07-12
13718,4470,7.6,2024-05-24
29165,3095,8.3,2022-08-04
49341,2608,1.3,2025-08-19
37036,2678,1.4,2021-02-27
37896,1210,8.1,2025-03-03
18993,1708,5.8,2025-04-16
6234,6520,6.2,2024-04-23
28171,7474,1.5,2020-07-19
22700,3214,3.3,2021-08-22
8232,5290,6.7,2022-12-23
5650,5182,8.7,2021-12-06
39491,2196,9.3,2024-12-17
34341,5039,5.5,2023-08-26
23608,6025,5.9,2021-05-14
35117,43,8.5,2020-11-23
32245,876,5.8,2023-01-02
26575,83,5.7,2023-07-05
21867,5911,9.1,2024-01-18
22026,4926,8.1,2022-01-17
10814,2347,9.2,2023-02-23
34705,6957,3.0,2025-01-14
39364,3785,5.7,2020-05-07
29556,627,8.6,2022-07-05
25640,4012,2.0,2024-02-26
47901,2017,8.2,2023-03-01
30161,3256,2.6,2022-07-17
22029,3146,8.3,2023-06-27
28236,5925,6.5,2025-06-06
27190,6757,2.7,2021-01-15
42637,1475,5.3,2025-11-28
16553,4611,7.1,2021-08-08
11083,2802,6.7,2023-09-07
32111,3347,4.8,2024-04-17
9114,5802,9.1,2020-07-21
27035,4230,5.7,2020-06-17
14815,2590,5.6,2025-11-19
47298,402,1.6,2025-03-05
33061,4723,9.3,2021-01-25
12354,6239,2.6,2020-09-17
6136,2539,5.8,2022-11-14
47856,3907,8.2,2025-11-11
2545,1753,2.9,2023-08-27
19057,1473,5.7,2025-04-18
40213,5843,3.2,2025-05-10
46825,5430,7.8,2023-12-20
47154,2729,6.1,2021-11-04
15645,1915,8.7,2022-01-13
13003,6542,9.1,2022-12-17
16402,2807,6.8,2024-01-10
42546,1633,7.5,2024-11-14
37347,7435,5.9,2025-03-26
36576,7090,4.5,2022-05-09
21072,6633,6.8,2024-05-24
16849,7977,9.2,2023-10-20
47102,1693,4.8,2023-10-23
34741,505,3.8,2024-12-14
27040,5330,4.5,2023-01-11
2843,2017,4.9,2021-05-09
31011,185,1.7,2023-01-28
48960,4033,5.5,2020-07-16
9766,6017,5.4,2020-08-27
49822,7678,6.3,2025-09-19
42541,886,4.3,2021-02-19
40816,5162,6.5,2025-01-26
5480,1964,8.9,2021-06-08
36085,2391,9.6,2020-09-03
45317,3444,6.3,2021-03-16
11267,4372,1.4,2022-10-20
5283,3764,9.7,2020-08-23
36933,3042,7.4,2021-10-28
21588,4952,4.0,2023-10-17
17025,5851,2.3,2025-10-08
47416,6686,2.3,2022-07-26
19340,7572,2.5,2023-02-27
21046,3504,1.4,2021-11-13
11435,6712,9.1,2025-04-13
33289,1499,5.9,2023-06-19
9837,2631,7.3,2021-06-20
4250,6969,8.5,2023-11-15
32527,2421,8.1,2020-10-13
147,6831,8.9,2023-03-11
49098,6139,9.7,2025-06-01
31655,2389,5.0,2020-12-27
14876,2375,9.6,2021-03-22
10365,263,7.5,2021-11-06
36151,198,1.6,2021-07-16
16102,2842,7.1,2025-09-02
43773,2876,7.2,2025-04-17
31278,2333,9.2,2024-07-18
43540,3892,4.4,2023-05-17
6521,6573,6.3,2025-07-05
37420,2371,1.1,2020-04-02
1038,2245,4.0,2025-04-27
10200,6590,1.6,2021-09-09
28737,1322,5.7,2022-11-06
12614,1463,8.4,2024-02-10
48945,193,2.9,2023-09-07
36589,7484,5.7,2025-03-14
41314,4223,2.8,2022-12-10
18255,1413,2.1,2020-04-24
25706,4580,5.6,2021-09-14
48743,6496,1.7,2022-11-28
9235,5814,6.3,2024-09-20
28730,4283,1.3,2025-06-07
