user_id,user_gender,user_age,register_year,user_level
263,女,25,2020,超级VIP
264,女,52,2024,VIP会员
265,男,61,2021,普通会员
266,女,17,2018,普通会员
267,女,51,2019,普通会员
268,女,61,2022,普通会员
269,女,60,2025,超级VIP
270,男,58,2019,超级VIP
271,男,53,2018,VIP会员
272,男,50,2019,VIP会员
273,男,27,2020,超级VIP
274,男,64,2024,普通会员
275,女,49,2021,普通会员
276,女,35,2025,超级VIP
277,男,19,2020,超级VIP
278,女,48,2019,普通会员
279,男,12,2018,VIP会员
280,男,27,2019,超级VIP
281,男,53,2020,VIP会员
282,女,19,2024,VIP会员
283,男,43,2025,VIP会员
284,男,55,2024,普通会员
285,女,51,2019,普通会员
286,女,21,2020,普通会员
287,男,57,2023,超级VIP
288,男,27,2021,VIP会员
289,男,17,2023,普通会员
290,女,39,2020,超级VIP
291,女,58,2020,超级VIP
292,女,34,2018,VIP会员
293,男,48,2022,普通会员
294,女,62,2025,超级VIP
295,女,17,2024,超级VIP
296,男,46,2020,普通会员
297,男,30,2022,VIP会员
298,男,64,2019,VIP会员
299,男,36,2020,超级VIP
300,女,12,2021,超级VIP
301,女,53,2022,超级VIP
302,女,26,2020,超级VIP
303,男,25,2020,普通会员
304,女,22,2024,普通会员
305,女,47,2021,VIP会员
306,男,22,2023,VIP会员
307,男,30,2023,普通会员
308,女,64,2022,VIP会员
309,女,51,2018,VIP会员
310,女,41,2022,超级VIP
311,男,40,2024,VIP会员
312,男,29,2022,普通会员
313,男,34,2025,超级VIP
314,女,54,2018,VIP会员
315,女,23,2023,普通会员
316,男,49,2021,超级VIP
317,男,29,2022,VIP会员
318,男,29,2023,普通会员
319,女,32,2018,超级VIP
320,女,42,2023,VIP会员
321,女,20,2019,超级VIP
322,女,54,2025,普通会员
323,女,39,2020,VIP会员
324,男,18,2024,普通会员
325,男,13,2022,普通会员
326,女,40,2019,VIP会员
327,女,47,2025,普通会员
328,女,45,2022,超级VIP
329,男,39,2019,VIP会员
330,男,45,2021,普通会员
331,女,60,2024,超级VIP
332,男,58,2018,超级VIP
333,男,44,2020,普通会员
334,女,53,2018,超级VIP
335,男,22,2018,超级VIP
336,男,34,2020,超级VIP
337,男,12,2022,普通会员
338,男,52,2023,超级VIP
339,女,43,2019,普通会员
340,男,58,2020,VIP会员
341,男,49,2018,普通会员
342,女,17,2018,普通会员
343,男,22,2025,超级VIP
344,男,35,2025,超级VIP
345,男,33,2022,普通会员
346,男,39,2018,普通会员
347,男,22,2022,普通会员
348,男,53,2025,VIP会员
349,男,12,2021,VIP会员
350,男,43,2019,VIP会员
351,男,36,2023,普通会员
352,女,36,2018,超级VIP
353,女,64,2020,超级VIP
354,男,46,2023,普通会员
355,女,17,2020,普通会员
356,女,36,2018,普通会员
357,女,56,2022,超级VIP
358,女,19,2019,VIP会员
359,男,35,2018,普通会员
360,女,30,2025,普通会员
361,女,20,2023,超级VIP
362,男,60,2019,普通会员
363,女,50,2024,超级VIP
364,女,45,2021,VIP会员
365,男,56,2020,超级VIP
366,女,46,2024,超级VIP
367,女,16,2023,VIP会员
368,男,63,2023,超级VIP
369,女,63,2025,普通会员
370,女,40,2025,普通会员
371,男,41,2019,超级VIP
372,男,59,2018,普通会员
373,女,24,2021,VIP会员
374,男,34,2020,普通会员
375,女,23,2021,VIP会员
376,男,33,2019,VIP会员
377,女,46,2024,VIP会员
378,男,64,2019,超级VIP
379,女,54,2021,超级VIP
380,女,15,2024,普通会员
381,男,33,2022,普通会员
382,男,19,2023,超级VIP
383,女,50,2019,超级VIP
384,男,58,2024,VIP会员
385,女,19,2025,普通会员
386,男,37,2024,VIP会员
387,女,47,2019,VIP会员
388,男,17,2021,VIP会员
389,女,13,2018,超级VIP
390,男,48,2018,普通会员
391,男,12,2024,普通会员
392,男,23,2022,VIP会员
393,男,22,2024,VIP会员
394,女,48,2023,普通会员
395,男,53,2025,超级VIP
396,女,32,2019,VIP会员
397,男,34,2022,普通会员
398,女,49,2018,超级VIP
399,男,29,2023,超级VIP
400,女,46,2021,普通会员
401,女,51,2022,普通会员
402,男,50,2019,普通会员
403,男,38,2023,VIP会员
404,男,50,2021,普通会员
405,男,17,2024,VIP会员
406,男,36,2024,VIP会员
407,男,60,2021,超级VIP
408,男,40,2023,普通会员
409,女,48,2018,超级VIP
410,女,29,2018,超级VIP
411,男,15,2024,VIP会员
412,男,15,2019,VIP会员
413,女,35,2019,普通会员
414,女,50,2020,普通会员
415,女,33,2021,超级VIP
416,女,30,2022,VIP会员
417,女,57,2021,超级VIP
418,男,17,2023,超级VIP
419,女,36,2023,VIP会员
420,男,28,2025,超级VIP
421,男,62,2020,VIP会员
422,男,12,2025,超级VIP
423,女,57,2021,普通会员
424,男,17,2025,普通会员
425,男,13,2025,超级VIP
426,男,41,2024,普通会员
427,男,57,2020,VIP会员
428,女,45,2019,普通会员
429,男,22,2025,VIP会员
430,女,18,2023,普通会员
431,男,40,2022,VIP会员
432,男,28,2024,VIP会员
433,女,62,2018,普通会员
434,女,54,2020,VIP会员
435,女,38,2023,VIP会员
436,男,23,2023,VIP会员
437,女,34,2022,VIP会员
438,女,17,2024,普通会员
439,女,48,2018,普通会员
440,女,13,2018,VIP会员
441,女,53,2022,VIP会员
442,女,22,2023,普通会员
443,男,38,2023,普通会员
444,女,64,2021,超级VIP
445,男,41,2024,VIP会员
446,女,43,2023,超级VIP
447,男,28,2022,普通会员
448,男,27,2019,VIP会员
449,女,49,2025,普通会员
450,女,34,2019,普通会员
451,男,29,2023,普通会员
452,女,40,2021,VIP会员
453,男,32,2018,超级VIP
454,女,59,2018,普通会员
455,男,21,2025,普通会员
456,女,38,2020,普通会员
457,男,34,2020,VIP会员
458,男,17,2025,超级VIP
459,女,23,2024,VIP会员
460,女,44,2019,普通会员
461,男,62,2024,普通会员
462,男,33,2022,普通会员
463,女,12,2019,超级VIP
464,男,25,2021,超级VIP
465,男,53,2018,普通会员
466,男,32,2021,普通会员
467,女,58,2024,VIP会员
468,女,13,2025,普通会员
469,女,26,2021,普通会员
470,男,33,2024,VIP会员
471,男,32,2024,普通会员
472,女,33,2021,超级VIP
473,男,61,2022,超级VIP
474,男,27,2024,VIP会员
475,男,19,2023,普通会员
476,女,28,2023,超级VIP
477,女,60,2019,VIP会员
478,女,24,2021,超级VIP
479,男,25,2020,普通会员
480,男,39,2018,VIP会员
481,男,18,2020,普通会员
482,女,33,2025,VIP会员
483,男,20,2023,普通会员
484,男,18,2021,超级VIP
485,男,30,2018,超级VIP
486,男,42,2019,超级VIP
487,女,29,2023,超级VIP
488,女,42,2024,超级VIP
489,女,49,2024,普通会员
490,女,24,2024,VIP会员
491,男,18,2025,普通会员
492,男,14,2021,VIP会员
493,女,56,2025,超级VIP
494,女,19,2025,VIP会员
495,女,34,2020,普通会员
496,男,15,2020,普通会员
497,女,23,2020,普通会员
498,女,17,2024,VIP会员
499,女,26,2021,超级VIP
500,男,59,2023,普通会员
501,女,52,2020,普通会员
502,男,16,2023,普通会员
503,男,40,2018,超级VIP
504,男,58,2018,VIP会员
505,女,39,2022,普通会员
506,男,52,2019,超级VIP
507,男,43,2021,普通会员
508,男,16,2018,超级VIP
509,男,13,2022,VIP会员
510,男,15,2023,普通会员
511,男,31,2023,VIP会员
512,女,46,2024,超级VIP
513,女,17,2018,普通会员
514,女,25,2025,超级VIP
515,男,20,2025,超级VIP
516,男,64,2020,超级VIP
517,男,22,2023,普通会员
518,男,31,2022,超级VIP
519,男,43,2024,超级VIP
520,女,34,2025,VIP会员
521,女,32,2022,普通会员
522,女,50,2020,超级VIP
523,男,28,2024,普通会员
524,男,22,2022,VIP会员
525,男,28,2025,VIP会员
526,男,16,2024,普通会员
527,女,55,2025,超级VIP
528,男,47,2020,普通会员
529,男,25,2022,超级VIP
530,女,52,2022,VIP会员
531,女,62,2022,超级VIP
532,女,45,2023,超级VIP
533,女,61,2022,VIP会员
534,女,17,2022,普通会员
535,男,52,2023,VIP会员
536,男,51,2019,VIP会员
537,男,36,2018,VIP会员
538,男,26,2021,超级VIP
539,男,29,2021,超级VIP
540,男,40,2024,VIP会员
541,女,19,2020,普通会员
542,女,32,2022,VIP会员
543,男,33,2019,普通会员
544,女,23,2018,VIP会员
545,女,40,2021,普通会员
546,女,47,2018,普通会员
547,男,28,2024,超级VIP
548,女,22,2018,超级VIP
549,女,33,2021,超级VIP
550,男,64,2019,超级VIP
551,男,47,2020,超级VIP
552,男,44,2021,超级VIP
553,女,12,2025,普通会员
554,女,46,2023,VIP会员
555,男,35,2018,VIP会员
556,男,34,2019,超级VIP
557,男,28,2024,普通会员
558,女,44,2023,VIP会员
559,女,22,2019,VIP会员
560,女,22,2025,超级VIP
561,男,31,2021,超级VIP
562,男,31,2022,VIP会员
563,女,64,2023,普通会员
564,女,49,2025,VIP会员
565,男,53,2018,普通会员
566,女,28,2024,超级VIP
567,男,27,2022,VIP会员
568,女,30,2023,普通会员
569,男,20,2020,普通会员
570,男,51,2022,超级VIP
571,男,25,2019,普通会员
572,男,34,2021,普通会员
573,男,13,2020,超级VIP
574,男,21,2018,普通会员
575,女,16,2025,VIP会员
576,女,62,2025,普通会员
577,女,45,2021,超级VIP
578,男,47,2020,VIP会员
579,女,40,2022,普通会员
580,男,54,2018,超级VIP
581,女,43,2021,VIP会员
582,女,49,2024,普通会员
583,女,54,2023,超级VIP
584,男,58,2019,普通会员
585,男,25,2023,VIP会员
586,男,15,2019,普通会员
587,女,26,2022,超级VIP
588,男,39,2022,VIP会员
589,女,49,2021,VIP会员
590,男,39,2025,超级VIP
591,女,39,2022,VIP会员
592,男,25,2019,VIP会员
593,男,23,2019,普通会员
594,女,63,2023,超级VIP
595,女,23,2018,VIP会员
596,女,32,2021,普通会员
597,男,37,2023,VIP会员
598,女,12,2020,VIP会员
599,女,63,2023,普通会员
600,女,45,2021,超级VIP
601,女,15,2025,普通会员
602,男,47,2022,超级VIP
603,男,49,2020,超级VIP
604,女,36,2018,普通会员
605,男,37,2023,超级VIP
606,男,45,2023,VIP会员
607,女,58,2021,普通会员
608,女,23,2021,超级VIP
609,女,18,2022,普通会员
610,女,62,2021,超级VIP
611,女,13,2025,超级VIP
612,男,43,2022,超级VIP
613,男,13,2018,超级VIP
614,女,15,2020,超级VIP
615,女,63,2018,VIP会员
616,男,50,2025,VIP会员
617,男,15,2022,超级VIP
618,女,49,2019,VIP会员
619,男,59,2023,VIP会员
620,男,64,2022,超级VIP
621,女,45,2022,超级VIP
622,男,31,2019,VIP会员
623,女,18,2022,普通会员
624,女,43,2023,普通会员
625,女,56,2024,超级VIP
626,男,20,2019,超级VIP
627,男,41,2018,超级VIP
628,男,37,2022,超级VIP
629,男,31,2025,VIP会员
630,男,26,2018,超级VIP
631,女,42,2019,VIP会员
632,男,32,2020,超级VIP
633,女,20,2025,VIP会员
634,女,64,2025,VIP会员
635,男,39,2023,普通会员
636,女,29,2024,超级VIP
637,女,60,2025,超级VIP
638,女,64,2024,普通会员
639,女,18,2024,VIP会员
640,男,37,2019,超级VIP
641,男,18,2024,超级VIP
642,女,49,2023,普通会员
643,女,16,2025,普通会员
644,女,45,2025,VIP会员
645,女,47,2020,VIP会员
646,女,52,2021,VIP会员
647,男,23,2023,普通会员
648,男,19,2019,普通会员
649,男,54,2021,超级VIP
650,男,62,2022,超级VIP
651,男,29,2019,普通会员
652,男,17,2020,普通会员
653,男,53,2025,VIP会员
654,女,28,2019,VIP会员
655,女,48,2024,普通会员
656,女,20,2021,超级VIP
657,男,23,2019,普通会员
658,女,32,2020,VIP会员
659,女,59,2018,超级VIP
660,男,59,2025,普通会员
661,男,41,2023,VIP会员
662,女,58,2021,VIP会员
663,女,22,2023,VIP会员
664,男,55,2022,超级VIP
665,女,15,2020,VIP会员
666,男,52,2023,超级VIP
667,女,37,2024,VIP会员
668,男,12,2025,超级VIP
669,男,48,2025,普通会员
670,男,62,2021,超级VIP
671,男,58,2025,普通会员
672,女,56,2021,普通会员
673,女,60,2022,VIP会员
674,男,49,2025,VIP会员
675,男,47,2020,超级VIP
676,男,56,2021,超级VIP
677,女,36,2018,普通会员
678,女,29,2018,普通会员
679,女,45,2021,VIP会员
680,男,54,2024,超级VIP
681,女,51,2022,普通会员
682,女,63,2025,超级VIP
683,男,28,2022,VIP会员
684,女,17,2023,普通会员
685,女,52,2020,VIP会员
686,男,60,2024,普通会员
687,男,27,2020,普通会员
688,男,12,2020,超级VIP
689,女,46,2018,VIP会员
690,女,58,2020,超级VIP
691,女,39,2023,超级VIP
692,女,24,2018,超级VIP
693,男,21,2020,普通会员
694,男,20,2019,VIP会员
695,男,25,2023,超级VIP
696,男,61,2020,超级VIP
697,男,26,2020,VIP会员
698,男,26,2022,VIP会员
699,男,29,2019,VIP会员
700,男,45,2021,超级VIP
701,男,28,2022,超级VIP
702,男,54,2020,普通会员
703,男,20,2020,超级VIP
704,女,39,2024,普通会员
705,女,17,2018,超级VIP
706,男,61,2024,普通会员
707,男,19,2021,超级VIP
708,男,40,2023,超级VIP
709,男,17,2022,VIP会员
710,女,64,2022,VIP会员
711,女,20,2020,VIP会员
712,男,57,2018,VIP会员
713,女,63,2022,VIP会员
714,男,23,2023,超级VIP
715,女,24,2018,普通会员
716,女,28,2023,超级VIP
717,男,45,2021,VIP会员
718,女,26,2020,超级VIP
719,男,60,2018,VIP会员
720,男,53,2021,普通会员
721,女,43,2021,VIP会员
722,女,42,2023,超级VIP
723,女,49,2025,VIP会员
724,男,58,2023,VIP会员
725,男,26,2021,VIP会员
726,男,44,2021,VIP会员
727,男,23,2021,超级VIP
728,女,62,2018,VIP会员
729,女,50,2022,超级VIP
730,女,36,2019,超级VIP
731,男,41,2019,普通会员
732,男,41,2024,普通会员
733,女,46,2018,超级VIP
734,女,22,2020,VIP会员
735,男,60,2025,VIP会员
736,女,19,2025,超级VIP
737,男,40,2020,普通会员
738,男,42,2018,普通会员
739,男,40,2023,超级VIP
740,女,33,2024,VIP会员
741,女,30,2025,普通会员
742,女,19,2018,VIP会员
743,女,57,2022,VIP会员
744,女,56,2018,超级VIP
745,女,19,2024,VIP会员
746,女,45,2018,普通会员
747,男,63,2020,VIP会员
748,男,26,2018,普通会员
749,男,26,2022,普通会员
750,女,63,2019,VIP会员
751,女,62,2018,普通会员
752,男,15,2021,超级VIP
753,男,24,2023,VIP会员
754,男,18,2021,VIP会员
755,男,18,2020,超级VIP
756,女,62,2018,VIP会员
757,男,61,2025,超级VIP
758,女,48,2025,普通会员
759,男,56,2020,超级VIP
760,男,42,2018,超级VIP
761,男,45,2021,超级VIP
762,女,25,2019,超级VIP
763,男,38,2020,普通会员
764,女,39,2025,超级VIP
765,女,24,2018,普通会员
766,男,36,2019,超级VIP
767,女,46,2024,VIP会员
768,男,41,2024,超级VIP
769,女,64,2022,VIP会员
770,女,49,2019,普通会员
771,女,17,2018,普通会员
772,女,28,2020,VIP会员
773,男,32,2023,VIP会员
774,男,12,2019,超级VIP
775,男,45,2025,普通会员
776,女,44,2022,普通会员
777,男,13,2020,普通会员
778,女,63,2020,VIP会员
779,女,22,2019,超级VIP
780,女,22,2025,超级VIP
781,男,27,2019,普通会员
782,女,26,2022,普通会员
783,女,36,2021,超级VIP
784,男,38,2025,VIP会员
785,女,62,2025,普通会员
786,女,40,2025,普通会员
787,女,38,2018,VIP会员
788,男,56,2022,VIP会员
789,女,52,2025,VIP会员
790,男,51,2024,超级VIP
791,男,28,2024,超级VIP
792,女,18,2024,超级VIP
793,女,60,2024,普通会员
794,男,48,2019,VIP会员
795,女,60,2021,VIP会员
796,男,32,2021,超级VIP
797,男,46,2019,普通会员
798,男,13,2018,VIP会员
799,女,46,2021,普通会员
800,男,58,2024,普通会员
801,女,52,2022,普通会员
802,女,55,2018,普通会员
803,男,23,2023,普通会员
804,男,51,2021,普通会员
805,男,22,2025,VIP会员
806,女,35,2022,超级VIP
807,女,58,2022,VIP会员
808,女,22,2025,超级VIP
809,女,57,2020,VIP会员
810,女,63,2025,超级VIP
811,女,64,2019,VIP会员
812,女,13,2024,VIP会员
813,女,40,2022,普通会员
814,男,55,2024,普通会员
815,男,42,2024,超级VIP
816,男,24,2025,VIP会员
817,男,64,2020,VIP会员
818,男,13,2025,超级VIP
819,女,48,2018,超级VIP
820,男,23,2019,普通会员
821,男,22,2024,普通会员
822,女,63,2019,VIP会员
823,女,42,2019,普通会员
824,男,36,2020,普通会员
825,女,60,2019,超级VIP
826,男,24,2023,VIP会员
827,男,63,2022,VIP会员
828,男,43,2020,超级VIP
829,男,44,2022,普通会员
830,男,22,2023,超级VIP
831,男,15,2018,VIP会员
832,男,23,2018,超级VIP
833,男,46,2020,超级VIP
834,男,21,2022,VIP会员
835,女,54,2024,VIP会员
836,女,44,2021,普通会员
837,男,18,2025,普通会员
838,女,15,2021,VIP会员
839,女,17,2021,VIP会员
840,女,55,2022,超级VIP
841,男,31,2019,超级VIP
842,女,43,2019,超级VIP
843,女,64,2023,普通会员
844,男,12,2022,超级VIP
845,女,34,2021,超级VIP
846,女,17,2022,普通会员
847,女,37,2022,超级VIP
848,女,52,2021,超级VIP
849,女,15,2019,普通会员
850,女,35,2020,超级VIP
851,女,57,2025,普通会员
852,男,33,2025,超级VIP
853,女,15,2020,普通会员
854,女,51,2021,超级VIP
855,男,54,2020,普通会员
856,女,22,2023,VIP会员
857,女,55,2023,VIP会员
858,男,27,2018,VIP会员
859,女,46,2020,VIP会员
860,女,62,2024,VIP会员
861,女,21,2021,超级VIP
862,女,40,2025,超级VIP
863,男,48,2018,VIP会员
864,女,17,2024,普通会员
865,男,37,2024,普通会员
866,女,60,2025,超级VIP
867,女,12,2018,VIP会员
868,男,41,2020,普通会员
869,男,43,2024,VIP会员
870,男,25,2024,普通会员
871,女,52,2023,VIP会员
872,女,13,2020,超级VIP
873,男,51,2023,VIP会员
874,女,13,2023,超级VIP
875,女,47,2022,普通会员
876,女,48,2020,普通会员
877,男,32,2024,普通会员
878,男,20,2021,VIP会员
879,男,17,2025,VIP会员
880,女,24,2024,超级VIP
881,男,46,2018,VIP会员
882,女,37,2018,VIP会员
883,男,54,2022,普通会员
884,女,54,2019,VIP会员
885,女,50,2021,普通会员
886,女,22,2024,普通会员
887,男,46,2022,VIP会员
888,女,24,2019,VIP会员
889,女,55,2024,普通会员
890,男,38,2023,普通会员
891,女,35,2023,超级VIP
892,女,24,2025,超级VIP
893,女,46,2019,VIP会员
894,女,44,2018,超级VIP
895,女,33,2019,普通会员
896,女,30,2022,超级VIP
897,女,24,2020,普通会员
898,女,52,2025,超级VIP
899,女,30,2023,VIP会员
900,女,42,2025,普通会员
901,女,14,2023,超级VIP
902,女,47,2021,VIP会员
903,女,38,2022,超级VIP
904,男,22,2025,超级VIP
905,女,31,2019,普通会员
906,女,39,2023,普通会员
907,女,41,2018,普通会员
908,女,64,2024,普通会员
909,女,37,2019,超级VIP
910,男,64,2023,普通会员
911,女,63,2020,普通会员
912,男,47,2023,VIP会员
913,女,27,2019,VIP会员
914,女,57,2024,普通会员
915,女,55,2024,超级VIP
916,女,48,2021,普通会员
917,男,43,2023,VIP会员
918,男,44,2021,超级VIP
919,男,26,2019,VIP会员
920,男,53,2020,VIP会员
921,女,44,2023,超级VIP
922,男,44,2020,超级VIP
923,男,63,2024,VIP会员
924,女,32,2021,VIP会员
925,女,51,2025,超级VIP
926,男,14,2018,普通会员
927,男,46,2019,普通会员
928,男,13,2021,普通会员
929,女,37,2024,普通会员
930,女,47,2018,超级VIP
931,女,62,2022,VIP会员
932,男,37,2020,VIP会员
933,女,61,2024,VIP会员
934,男,21,2022,普通会员
935,女,15,2019,普通会员
936,男,64,2019,VIP会员
937,男,35,2021,VIP会员
938,女,49,2020,VIP会员
939,男,49,2025,VIP会员
940,女,19,2024,普通会员
941,女,20,2021,普通会员
942,男,19,2018,VIP会员
943,男,19,2025,VIP会员
944,女,31,2024,普通会员
945,男,30,2024,VIP会员
946,男,43,2023,普通会员
947,女,47,2021,普通会员
948,男,25,2021,普通会员
949,女,55,2021,VIP会员
950,女,36,2020,普通会员
951,女,30,2019,超级VIP
952,男,60,2021,VIP会员
