movie_id,movie_name,movie_type,movie_area,release_year,duration,director,score_avg,score_count
123,影片0123,"纪录片,冒险",中国香港,2010,150,导演156,5.7,16682
124,影片0124,"爱情,悬疑,喜剧",英国,2012,98,导演30,4.6,31241
125,影片0125,爱情,法国,2019,135,导演181,5.3,18919
126,影片0126,"纪录片,冒险",美国,2024,140,导演38,6.3,26138
127,影片0127,冒险,中国台湾,2012,105,导演198,8.5,28193
128,影片0128,"剧情,悬疑",中国大陆,2019,162,导演77,8.7,39465
129,影片0129,"纪录片,爱情,冒险",法国,2021,112,导演142,4.0,36614
130,影片0130,"纪录片,惊悚",美国,2017,143,导演99,6.8,16306
131,影片0131,"喜剧,惊悚",法国,2022,119,导演170,6.3,43730
132,影片0132,纪录片,中国大陆,2014,134,导演152,5.2,22757
133,影片0133,纪录片,中国香港,2024,71,导演185,4.7,10447
134,影片0134,"爱情,动作",法国,2018,113,导演160,5.9,46397
135,影片0135,"动作,惊悚",英国,2020,150,导演184,9.2,32978
136,影片0136,"喜剧,动作,科幻",日本,2017,165,导演24,5.8,29440
137,影片0137,动作,法国,2015,158,导演77,6.9,2897
138,影片0138,惊悚,中国大陆,2019,115,导演96,7.9,29225
139,影片0139,科幻,英国,2015,91,导演45,6.0,6175
140,影片0140,"动画,科幻,纪录片",中国台湾,2017,129,导演164,9.3,17644
141,影片0141,"悬疑,喜剧",法国,2019,156,导演140,9.3,11353
142,影片0142,纪录片,韩国,2019,151,导演109,5.4,46240
143,影片0143,"纪录片,悬疑",美国,2022,179,导演124,6.7,7989
144,影片0144,动画,韩国,2019,159,导演76,5.7,2437
145,影片0145,"动画,悬疑,喜剧",中国大陆,2025,176,导演74,5.6,16081
146,影片0146,"惊悚,科幻,剧情",日本,2014,150,导演25,4.2,42121
147,影片0147,"喜剧,悬疑,纪录片",中国大陆,2021,163,导演34,7.4,6906
148,影片0148,"惊悚,动画",中国台湾,2016,86,导演139,6.8,24976
149,影片0149,"剧情,悬疑,爱情",日本,2025,173,导演76,4.3,49926
150,影片0150,"动作,纪录片",中国香港,2014,166,导演58,5.5,45323
151,影片0151,"动画,剧情,惊悚",中国香港,2022,71,导演68,9.0,36164
152,影片0152,纪录片,韩国,2018,144,导演98,5.3,42847
153,影片0153,"动作,科幻",法国,2010,149,导演144,4.8,22496
154,影片0154,"科幻,动作,纪录片",日本,2023,84,导演36,6.7,3971
155,影片0155,悬疑,法国,2013,82,导演61,9.4,36228
156,影片0156,动画,法国,2021,155,导演191,5.3,46644
157,影片0157,"动画,爱情,冒险",中国香港,2025,148,导演105,7.7,19333
158,影片0158,惊悚,美国,2024,126,导演61,8.2,24768
159,影片0159,惊悚,韩国,2011,120,导演71,5.3,13439
160,影片0160,纪录片,中国香港,2016,152,导演164,8.0,40134
161,影片0161,喜剧,韩国,2017,86,导演145,6.0,14448
162,影片0162,剧情,美国,2016,174,导演60,7.5,22532
163,影片0163,冒险,中国大陆,2018,179,导演38,7.5,9519
164,影片0164,"悬疑,爱情,动作",中国大陆,2014,71,导演92,6.9,16593
165,影片0165,"惊悚,喜剧,爱情",日本,2011,86,导演190,4.5,28588
166,影片0166,"动作,冒险,纪录片",法国,2021,135,导演152,8.6,8146
167,影片0167,"剧情,科幻",中国大陆,2019,128,导演165,5.8,3041
168,影片0168,纪录片,英国,2023,157,导演28,5.0,33130
169,影片0169,"纪录片,动作,剧情",韩国,2014,78,导演33,4.2,19023
170,影片0170,"冒险,剧情,惊悚",英国,2019,128,导演130,7.2,40677
171,影片0171,"动作,冒险",美国,2023,127,导演59,7.7,28119
172,影片0172,"纪录片,动画",英国,2013,110,导演110,4.1,21481
173,影片0173,"悬疑,惊悚,爱情",法国,2012,81,导演22,6.8,7109
174,影片0174,"动作,惊悚",中国台湾,2011,145,导演144,5.2,37810
175,影片0175,"动作,动画",韩国,2023,162,导演14,7.5,19850
176,影片0176,"悬疑,惊悚,动作",美国,2014,154,导演124,5.0,15696
177,影片0177,惊悚,韩国,2013,167,导演72,7.8,38624
178,影片0178,动画,中国大陆,2018,73,导演47,6.1,18909
179,影片0179,"悬疑,惊悚,剧情",中国大陆,2015,88,导演145,9.2,44079
180,影片0180,"动作,爱情",中国大陆,2012,165,导演136,4.8,15098
181,影片0181,"动画,纪录片",韩国,2015,117,导演80,5.9,48290
182,影片0182,"冒险,动作",中国大陆,2014,90,导演194,4.6,41490
183,影片0183,动作,日本,2024,154,导演109,9.1,32828
184,影片0184,"纪录片,动画,悬疑",美国,2013,114,导演111,8.8,8267
185,影片0185,"冒险,纪录片",日本,2011,98,导演102,5.4,40277
186,影片0186,喜剧,美国,2019,97,导演197,7.6,9993
187,影片0187,"悬疑,惊悚",中国香港,2010,133,导演192,8.5,29223
188,影片0188,爱情,英国,2017,134,导演144,7.1,44781
189,影片0189,"动作,动画",中国大陆,2023,72,导演118,6.9,6102
190,影片0190,"冒险,动画",英国,2023,107,导演30,5.3,27544
191,影片0191,惊悚,中国台湾,2024,176,导演177,4.5,24714
192,影片0192,动画,中国香港,2017,125,导演151,8.9,27243
193,影片0193,"动作,动画,悬疑",韩国,2017,112,导演200,9.0,12018
194,影片0194,剧情,中国香港,2016,169,导演90,7.5,24009
195,影片0195,"爱情,科幻,动作",中国台湾,2018,95,导演45,5.9,40478
196,影片0196,动作,中国台湾,2025,129,导演194,5.9,37944
197,影片0197,"纪录片,惊悚,剧情",中国台湾,2024,78,导演121,8.0,29980
198,影片0198,"悬疑,冒险,喜剧",韩国,2012,109,导演119,8.9,30616
199,影片0199,喜剧,韩国,2019,79,导演166,8.9,6917
200,影片0200,"冒险,剧情,动画",法国,2011,127,导演147,8.3,43718
201,影片0201,惊悚,法国,2014,77,导演116,7.5,7783
202,影片0202,"动作,剧情",中国台湾,2011,101,导演182,4.5,29688
203,影片0203,"剧情,冒险",中国台湾,2021,117,导演73,4.9,26389
204,影片0204,"惊悚,喜剧",韩国,2012,112,导演25,8.9,37566
205,影片0205,"动画,悬疑,剧情",中国台湾,2020,80,导演150,7.3,44490
206,影片0206,惊悚,日本,2022,86,导演153,4.1,47454
207,影片0207,悬疑,英国,2020,174,导演33,4.6,44916
208,影片0208,"剧情,动作,动画",韩国,2010,116,导演80,7.6,12813
209,影片0209,惊悚,法国,2016,98,导演36,4.0,11154
210,影片0210,悬疑,中国香港,2011,154,导演87,4.9,41503
211,影片0211,冒险,英国,2014,90,导演47,7.0,46406
212,影片0212,"爱情,纪录片,喜剧",英国,2021,156,导演185,7.8,16566
213,影片0213,"冒险,悬疑",法国,2017,138,导演62,7.6,21281
214,影片0214,"科幻,惊悚",法国,2024,168,导演73,5.2,26026
215,影片0215,"剧情,动画,爱情",美国,2014,102,导演14,7.9,43020
216,影片0216,"惊悚,剧情",中国香港,2013,106,导演22,5.3,11506
217,影片0217,"纪录片,剧情",中国台湾,2023,81,导演57,5.8,30565
218,影片0218,"喜剧,动画",中国大陆,2022,134,导演96,8.1,16451
219,影片0219,"动作,惊悚",美国,2010,110,导演26,7.6,47838
220,影片0220,"惊悚,爱情,剧情",中国大陆,2019,176,导演121,8.7,46617
221,影片0221,纪录片,法国,2010,80,导演5,7.6,17772
222,影片0222,爱情,英国,2013,169,导演74,7.1,16573
223,影片0223,"动作,喜剧",美国,2023,151,导演160,4.5,30957
224,影片0224,动作,法国,2010,150,导演132,6.0,38686
225,影片0225,爱情,日本,2023,70,导演158,5.5,24122
226,影片0226,冒险,英国,2015,155,导演172,5.3,6610
227,影片0227,"惊悚,动作,喜剧",英国,2025,75,导演163,9.4,26354
228,影片0228,"悬疑,喜剧",韩国,2012,114,导演62,6.2,49034
229,影片0229,"动作,惊悚,爱情",中国大陆,2021,139,导演87,8.9,43126
230,影片0230,纪录片,法国,2015,173,导演35,7.5,5135
231,影片0231,"纪录片,喜剧,悬疑",美国,2011,171,导演52,8.4,3746
232,影片0232,"悬疑,剧情",英国,2025,102,导演10,6.8,43395
233,影片0233,悬疑,韩国,2011,180,导演168,7.2,22753
234,影片0234,"动作,惊悚",英国,2022,165,导演113,6.7,26339
235,影片0235,"爱情,纪录片",法国,2021,172,导演133,5.1,18479
236,影片0236,动画,中国香港,2023,147,导演47,8.0,36748
237,影片0237,"惊悚,动作",中国香港,2020,154,导演76,5.5,21086
238,影片0238,"冒险,动画",中国台湾,2024,114,导演115,4.1,3775
239,影片0239,"惊悚,动画,悬疑",中国大陆,2012,155,导演164,7.6,27621
240,影片0240,"剧情,爱情",中国大陆,2014,178,导演156,5.0,45439
241,影片0241,"喜剧,爱情",中国香港,2017,169,导演166,9.2,25007
242,影片0242,"动画,喜剧",中国台湾,2024,117,导演96,9.2,30094
243,影片0243,冒险,中国台湾,2021,120,导演81,9.0,43569
244,影片0244,"科幻,动作",中国大陆,2015,133,导演133,6.0,26361
245,影片0245,"动作,悬疑,剧情",法国,2016,148,导演74,4.1,46480
246,影片0246,"科幻,动作",中国台湾,2012,127,导演45,9.1,47751
247,影片0247,"动作,惊悚",韩国,2012,140,导演139,6.4,20029
248,影片0248,"爱情,冒险",韩国,2017,85,导演52,9.3,10101
249,影片0249,纪录片,中国大陆,2021,140,导演147,9.3,25176
250,影片0250,"剧情,爱情",中国香港,2012,109,导演102,8.7,47984
251,影片0251,"纪录片,剧情,动画",英国,2012,86,导演82,5.6,43096
252,影片0252,纪录片,法国,2021,86,导演200,6.1,37130
253,影片0253,"冒险,爱情,剧情",英国,2011,176,导演32,8.7,34954
254,影片0254,悬疑,中国台湾,2015,111,导演182,5.7,15776
255,影片0255,"剧情,悬疑",中国香港,2018,95,导演163,4.9,37099
256,影片0256,"爱情,悬疑",中国香港,2015,145,导演149,7.1,11105
257,影片0257,冒险,韩国,2011,175,导演8,9.1,6323
258,影片0258,冒险,日本,2016,168,导演147,7.8,28301
259,影片0259,"喜剧,纪录片,悬疑",日本,2025,101,导演176,7.1,27613
260,影片0260,"纪录片,动作",中国大陆,2015,126,导演107,4.5,32735
261,影片0261,"科幻,惊悚",中国台湾,2020,180,导演184,7.4,21926
262,影片0262,"惊悚,动画,爱情",韩国,2013,110,导演62,9.4,31570
263,影片0263,悬疑,法国,2017,88,导演25,4.8,4316
264,影片0264,"动画,冒险",美国,2015,174,导演84,6.9,38859
265,影片0265,"惊悚,科幻,爱情",法国,2024,133,导演79,8.8,33595
266,影片0266,动作,英国,2024,100,导演56,8.1,39230
267,影片0267,"喜剧,冒险",日本,2025,146,导演168,7.8,45074
268,影片0268,"悬疑,剧情",中国大陆,2013,125,导演35,7.9,18332
269,影片0269,"惊悚,动画,冒险",中国大陆,2022,76,导演146,6.0,37819
270,影片0270,惊悚,日本,2012,119,导演130,5.6,30514
271,影片0271,"悬疑,动作,爱情",中国香港,2022,117,导演87,8.5,37558
272,影片0272,"爱情,科幻",英国,2011,75,导演10,8.5,9980
273,影片0273,"惊悚,纪录片,剧情",中国台湾,2014,111,导演157,8.8,21875
274,影片0274,动画,日本,2020,134,导演131,9.0,35887
275,影片0275,"冒险,悬疑",法国,2010,117,导演85,6.8,45158
276,影片0276,动画,日本,2010,146,导演122,6.8,18401
277,影片0277,"冒险,科幻,喜剧",法国,2015,137,导演162,8.4,48263
278,影片0278,"动画,爱情,科幻",中国大陆,2013,94,导演5,7.6,29903
279,影片0279,"动画,爱情",英国,2016,122,导演129,7.9,41073
280,影片0280,"喜剧,爱情",美国,2020,154,导演123,8.4,35437
281,影片0281,"惊悚,爱情",法国,2020,139,导演91,8.9,45293
282,影片0282,"悬疑,纪录片,科幻",美国,2018,141,导演77,5.9,15736
283,影片0283,"悬疑,科幻",法国,2020,131,导演90,6.1,37732
284,影片0284,"悬疑,冒险,动作",英国,2022,174,导演89,4.5,10599
285,影片0285,"喜剧,悬疑",中国香港,2021,126,导演168,7.2,17806
286,影片0286,"纪录片,科幻,剧情",日本,2018,87,导演28,4.2,41349
287,影片0287,"冒险,科幻,剧情",中国大陆,2017,151,导演60,6.6,4440
288,影片0288,动画,韩国,2025,82,导演175,7.0,10009
289,影片0289,剧情,中国台湾,2023,153,导演122,5.6,32290
290,影片0290,"科幻,悬疑,惊悚",日本,2011,168,导演23,7.2,43749
291,影片0291,"科幻,剧情,喜剧",中国台湾,2023,177,导演46,4.2,3381
292,影片0292,"纪录片,爱情",日本,2011,71,导演77,4.2,38221
293,影片0293,"动作,惊悚,悬疑",法国,2025,87,导演130,8.5,31672
294,影片0294,"科幻,动作",韩国,2015,163,导演118,6.0,43486
295,影片0295,"爱情,喜剧",韩国,2019,142,导演173,4.7,13659
296,影片0296,冒险,英国,2023,135,导演84,6.9,6684
297,影片0297,"动作,爱情",中国台湾,2025,111,导演64,8.2,1447
298,影片0298,"动画,科幻",法国,2018,112,导演78,5.2,39172
299,影片0299,"冒险,喜剧,悬疑",韩国,2017,77,导演171,7.4,8747
300,影片0300,"悬疑,爱情",英国,2019,158,导演31,4.5,42858
301,影片0301,"惊悚,科幻",美国,2014,131,导演40,4.3,30817
302,影片0302,"冒险,惊悚,动画",法国,2016,167,导演64,6.9,45586
303,影片0303,"动作,剧情,纪录片",韩国,2012,142,导演29,7.0,5047
304,影片0304,"剧情,科幻,爱情",中国台湾,2020,179,导演134,7.5,29956
305,影片0305,科幻,法国,2012,135,导演115,8.0,4646
306,影片0306,"爱情,剧情",英国,2024,142,导演15,9.4,37621
307,影片0307,"悬疑,喜剧",英国,2018,174,导演1,6.8,49877
308,影片0308,冒险,中国香港,2011,124,导演89,5.8,46900
309,影片0309,剧情,中国大陆,2012,130,导演9,8.4,19814
310,影片0310,"爱情,冒险",英国,2021,118,导演115,5.5,25739
311,影片0311,"动作,剧情",中国台湾,2021,85,导演46,6.4,36209
312,影片0312,"剧情,爱情",美国,2010,166,导演6,4.4,20553
313,影片0313,"剧情,动画",英国,2017,101,导演118,4.1,23685
314,影片0314,悬疑,美国,2013,74,导演170,9.3,28475
315,影片0315,"喜剧,科幻,剧情",中国香港,2013,146,导演9,8.6,30257
316,影片0316,"喜剧,科幻,冒险",英国,2024,99,导演139,7.8,15238
317,影片0317,爱情,日本,2017,174,导演188,6.2,38755
318,影片0318,"冒险,惊悚",美国,2019,88,导演170,5.0,35160
319,影片0319,动画,日本,2018,77,导演143,4.9,39775
320,影片0320,"爱情,动画,纪录片",中国大陆,2021,152,导演172,5.4,25979
321,影片0321,"惊悚,动画,剧情",中国台湾,2019,118,导演48,7.0,36253
322,影片0322,"科幻,冒险",日本,2014,173,导演119,7.9,4776
323,影片0323,"动画,冒险,爱情",英国,2017,102,导演53,7.6,22644
324,影片0324,"动作,纪录片,惊悚",中国香港,2016,76,导演69,5.5,25718
325,影片0325,"冒险,喜剧,动作",美国,2016,131,导演54,9.3,22821
326,影片0326,"喜剧,科幻",美国,2013,165,导演194,8.1,32386
327,影片0327,冒险,美国,2022,100,导演142,7.0,22077
328,影片0328,"动画,纪录片",韩国,2019,103,导演93,7.4,34607
329,影片0329,"纪录片,动作",法国,2020,96,导演95,6.3,21507
330,影片0330,"喜剧,科幻",中国台湾,2010,103,导演142,5.4,39275
331,影片0331,"动画,悬疑,爱情",美国,2020,99,导演98,6.0,38341
332,影片0332,纪录片,韩国,2018,167,导演126,8.2,48419
333,影片0333,"纪录片,冒险,爱情",韩国,2015,87,导演185,4.1,36818
334,影片0334,"爱情,剧情",中国大陆,2011,177,导演20,4.6,44792
335,影片0335,喜剧,英国,2014,177,导演162,4.3,16167
336,影片0336,爱情,中国大陆,2016,134,导演117,4.2,25458
337,影片0337,冒险,法国,2025,72,导演2,8.7,35879
338,影片0338,"动画,喜剧,剧情",日本,2019,72,导演129,7.9,46734
339,影片0339,"动画,爱情,动作",中国香港,2014,100,导演50,6.6,41617
340,影片0340,"悬疑,惊悚,冒险",英国,2012,117,导演104,4.5,31080
341,影片0341,"科幻,冒险,悬疑",中国香港,2011,81,导演104,6.7,25855
342,影片0342,"剧情,纪录片",中国大陆,2010,159,导演44,6.6,6418
343,影片0343,"动画,惊悚",中国香港,2011,99,导演55,5.0,46369
344,影片0344,"纪录片,悬疑,喜剧",中国香港,2018,139,导演145,6.4,44129
345,影片0345,爱情,韩国,2010,96,导演151,6.2,10449
346,影片0346,"动画,动作,悬疑",中国台湾,2017,142,导演100,7.4,45370
347,影片0347,"惊悚,动画,爱情",中国香港,2021,76,导演26,7.5,29645
348,影片0348,动作,韩国,2022,169,导演84,4.2,2941
349,影片0349,"悬疑,纪录片,剧情",美国,2021,140,导演97,6.1,29301
350,影片0350,冒险,英国,2012,168,导演159,7.4,20357
351,影片0351,动作,中国香港,2018,89,导演98,6.8,47640
352,影片0352,"爱情,动画,惊悚",韩国,2013,81,导演2,8.7,21202
353,影片0353,"惊悚,悬疑",中国香港,2014,81,导演48,7.6,29244
354,影片0354,"剧情,冒险",英国,2013,73,导演23,4.9,24194
355,影片0355,"动作,惊悚,动画",中国大陆,2019,122,导演100,4.4,6550
356,影片0356,"剧情,科幻,爱情",英国,2015,87,导演69,7.5,20734
357,影片0357,"纪录片,爱情",中国香港,2015,125,导演71,4.1,28597
358,影片0358,"纪录片,动作",韩国,2018,101,导演185,7.2,41962
359,影片0359,"冒险,科幻",法国,2013,87,导演78,9.2,1443
360,影片0360,"惊悚,动画",韩国,2024,112,导演111,7.2,43666
361,影片0361,"爱情,悬疑,惊悚",美国,2025,110,导演46,6.1,27099
362,影片0362,"悬疑,纪录片",美国,2020,118,导演72,7.5,26751
363,影片0363,"动作,科幻",中国台湾,2010,163,导演119,6.5,47423
364,影片0364,纪录片,日本,2012,174,导演105,7.0,45104
365,影片0365,"爱情,悬疑",美国,2018,154,导演40,9.2,47873
366,影片0366,"动画,动作",法国,2025,144,导演103,6.1,36020
367,影片0367,"动画,剧情,喜剧",韩国,2012,83,导演197,9.3,17268
368,影片0368,"惊悚,爱情,喜剧",英国,2020,171,导演111,9.0,7943
369,影片0369,动作,日本,2017,135,导演192,5.1,34999
370,影片0370,"冒险,科幻,纪录片",韩国,2022,129,导演198,4.4,45535
371,影片0371,"剧情,爱情,惊悚",中国大陆,2025,83,导演76,4.6,28261
372,影片0372,动作,中国台湾,2021,109,导演88,4.1,30840
373,影片0373,剧情,法国,2021,130,导演25,4.5,29715
374,影片0374,"纪录片,惊悚,动作",日本,2011,173,导演182,7.8,8542
375,影片0375,惊悚,中国香港,2015,164,导演63,4.4,34816
376,影片0376,剧情,中国台湾,2020,141,导演110,5.8,31281
377,影片0377,动画,中国台湾,2015,151,导演169,8.6,29320
378,影片0378,"喜剧,科幻",法国,2023,119,导演2,4.1,47185
379,影片0379,科幻,日本,2012,143,导演27,8.5,36185
380,影片0380,惊悚,韩国,2016,128,导演30,5.6,18193
381,影片0381,"纪录片,剧情,惊悚",英国,2022,145,导演30,4.6,23801
382,影片0382,"纪录片,爱情",日本,2012,156,导演35,7.8,21524
383,影片0383,科幻,日本,2013,93,导演96,7.5,46445
384,影片0384,剧情,英国,2023,146,导演36,8.8,38670
